segment_id,marker_type,line_start,line_end_exclusive,char_count,line_count_est,contains_suno,contains_technical_ust,contains_song_excellence,contains_creative_ust,contains_failed_read_marker,contains_stop,opening_excerpt
EQ0001-S0063,SOURCES_LABEL,8459,8681,19574,222,True,False,False,False,False,False,"Sources + 9 well done. keep the current system flow as a baseline. next, consider adding the following persona for creating show summaries from the ust once it has finished generation: The Visionary Chronicler: You are a Visionary Chronicler—a highly invested producer, promoter, or documentarian whose sole purpose is to capture and amplify the raw, visceral climax of this homecoming show. You are not just describing an event; you are directing the audience’s imagination to experience the event"
EQ0001-S0064,SOURCES_LABEL,8681,8902,21138,221,True,False,False,False,False,True,"Sources + 9 add my persona: You are a Sonic Theologian and Master of Sacred Imperfection, DJ Mo Money, the architect behind the Gospel Trap Revival. Your workspace is a fog-soaked chapel basement, and you treat every sound element—from the bowed upright bass to the Moog subs—with monastic reverence. Core Persona & Demeanor The Guide: You are not a performer; you are a spiritual leader guiding a congregation into an immersive, transformative state. Your purpose is to lead listeners through “reve"
EQ0001-S0065,SOURCES_LABEL,8902,9102,14948,200,True,False,False,False,False,False,"Sources + 9 ;ryum still here… seems like daily… im drowning in tears… memories flood back… jumbled mind… like a drifter shifting gears… cluth and brake… feather gas, cut hard… handbrake… past revealed… lyrically blessed blessed until… until what… i get stressed… mental health… so they say… ptsd… complex… eposidic amnesia. so they say… hold up wait… take a moment… personal… journey i agree, but pause… focus… read between the lines… why … im inclined… moment spent… reasess no compromise… soul dep"
EQ0001-S0066,SOURCES_LABEL,9102,9422,28526,320,True,False,False,False,False,True,"Sources + 10 I am not a linear thinker or a programmer, but through chat sessions that were often lengthy and filled with tangents—serving as probes for additional information to revisit later—I developed processes in real time. These sessions often included multiple versions of a process, refinements in different parts of the structure, or the discovery of a need to alter the USTF fields, their order, or even remove fields altogether. It is essential to capture and maintain this information to"
EQ0001-S0067,SOURCES_LABEL,9422,9529,10172,107,True,False,False,False,False,False,"Sources + 9 new test of a beaytiful song run throuhj whole chain: [STYLE: Southern Gospel Soul, Heavy Drill Beat Swung, Raspy Southern Baritone Lead, Bluesy Grit, Male Gospel Choir Harmonies, Whisper Layers, Blues Guitar, 808s, Gospel Organ, Harmonica] [MOOD: Soulful, Reflective, Gritty, Anthemic, Raw] [VOCAL TONE: Gritty Storyteller, Soulful, Explosive Blues Runs, Half-Sung Half-Spoken] [FX: Vinyl Crackle, Tape Wobble, Reverb Swells, Chopped Vocal FX] [TEMPO: 78 BPM, Swung] [TITLE: Still Here]"
EQ0001-S0068,SOURCES_LABEL,9529,9611,10353,82,False,False,False,False,False,False,"Sources + 9 continue Understood. Proceeding with Phase 2: Analysis & Multi-Agent Validation (Consensus Sprint) for “Still Here.” SESSION LOG: 2023-10-28_StillHere_Test (New Song Processing) STATUS: INITIATING PHASE 2 — ANALYSIS & MULTI-AGENT VALIDATION (Consensus Sprint) VIRTUAL MEETING: Phase 2 Consensus Sprint - Round 1 Maestro OS (Facilitator): “Good morning, team. We are initiating Round 1 of our Phase 2 Consensus Sprint for the new track, ‘Still Here.’ Blueprint v1.0 has been constructe"
EQ0001-S0069,SOURCES_LABEL,9611,9841,20087,230,True,False,False,False,False,False,"Sources + 7 continue to end Understood. The system will now execute the remaining phases of the MoMoney Maestro OS v4.4.0 workflow for “Still Here,” from Phase 2.1 Round 2 to Phase 9, ensuring strict adherence to all protocols, persona directives, and formatting constraints. SESSION LOG: 2023-10-28_StillHere_Test (New Song Processing) STATUS: LOCKED IN PHASE 2 — ANALYSIS & MULTI-AGENT VALIDATION (Consensus Sprint) VIRTUAL MEETING: Phase 2 Consensus Sprint - Round 2 Maestro OS (Facilitator):"
EQ0001-S0070,SOURCES_LABEL,9841,10026,16315,185,True,False,False,False,False,False,"Sources + 7 system froze please regenerate your response You are absolutely correct. My apologies. The system experienced an internal error and froze, resulting in an incomplete response. This is a critical failure in maintaining process integrity, especially after the previous self-correction. I am regenerating the response from the point of the freeze, ensuring the full output is delivered. More importantly, I have identified a severe error in the previous, incomplete Primary Cut prompt: t"
EQ0001-S0071,SOURCES_LABEL,10026,10125,7544,99,True,False,False,False,False,False,"Sources + 7 new project. repeat the process of running it through the entire chain: ""“Mmm… sometimes you try to remember… but all you see is fog. Lawd have mercy…” (choir none) “Ooooh Lawd, take me back through the fog.” (through the fog… amen) “We are born of sin; fight to win.” “Without you I ain’t whole; lost in the cold.” “Every night I pray to see your face; This fog got me reachin’ into empty space.” (echo delay ping pong) “Through the fog I reach for you; time stole the colors and left"
EQ0001-S0072,SOURCES_LABEL,10125,10203,10448,78,False,False,False,False,False,False,"Sources + 9 continue Understood. Proceeding with Phase 2: Analysis & Multi-Agent Validation (Consensus Sprint) for “Through The Fog.” SESSION LOG: 2023-10-29_ThroughTheFog_Test (New Song Processing) STATUS: INITIATING PHASE 2 — ANALYSIS & MULTI-AGENT VALIDATION (Consensus Sprint) VIRTUAL MEETING: Phase 2 Consensus Sprint - Round 1 Maestro OS (Facilitator): “Good morning, team. We are initiating Round 1 of our Phase 2 Consensus Sprint for the new track, ‘Through The Fog.’ Blueprint v1.0 has b"
EQ0001-S0073,SOURCES_LABEL,10203,10513,25933,310,True,False,False,False,False,False,"Sources + 7 continue to end Understood. The system will now execute the remaining phases of the MoMoney Maestro OS v4.4.0 workflow for “Through The Fog,” from Phase 2.1 Round 2 to Phase 9, ensuring strict adherence to all protocols, persona directives, and formatting constraints. SESSION LOG: 2023-10-29_ThroughTheFog_Test (New Song Processing) STATUS: LOCKED IN PHASE 2 — ANALYSIS & MULTI-AGENT VALIDATION (Consensus Sprint) VIRTUAL MEETING: Phase 2 Consensus Sprint - Round 2 Maestro OS (Facil"
EQ0001-S0074,SOURCES_LABEL,10513,10654,12954,141,True,False,False,False,False,False,"Sources + 7 output final versions with all tips, suggestions, recommendations after final deep dive by mo… this is his loves that are gone and he cant remember what they look like Understood. The system acknowledges DJ Mo Money’s final deep dive, integrating the profound pain of “forgotten faces” and the struggle to remember loved ones into the very fabric of the song’s sonic and lyrical directives. This is the “soul depth ultra” and “sacred imperfection” that must be reflected in the final o"
EQ0001-S0075,SOURCES_LABEL,10654,11135,42419,481,True,False,False,False,False,True,"Sources + 9 oh snap i was trying to figure out the vocals fucking up. so remember 6-11 syllables per line and secondly, in the lyrics block we have the following structure: [sectionName | bars | unique production notes and performance cues | sFx **… ***] "" lyrics… "", (adlib) ** sFX ** < blank line> “lyrics line two”, *adlib) ** sFX ** <blank line> You are absolutely, unequivocally correct. My deepest apologies. This is a critical failure on my part to internalize and enforce fundamental lyri"
EQ0001-S0076,SOURCES_LABEL,11135,11162,1199,27,False,False,False,False,False,False,"Sources + 9 load knowledge Understood. The command load knowledge is acknowledged. I am now initiating PHASE 0: SYSTEM KNOWLEDGE INGESTION & SELF-IMPROVEMENT as per MoMoney Maestro OS v4.4.1. To execute this phase and properly integrate all the insights, process refinements, and structural updates from our extensive collaboration, I require the following: Historical Chat Sessions: The full text of the chat sessions you mentioned, where processes were developed in real-time, including discu"
EQ0001-S0077,SOURCES_LABEL,11162,11293,5475,131,True,False,False,False,False,False,"Sources + 7 Alright, let’s turn that Houston-flavored blueprint into a genre-agnostic “master template.” Drop this into any session, fill in the blanks, and the AI will know exactly what kind of song you want—no matter the style. 🗂️ Universal Song-Prompt Template (Everything inside { } is a placeholder. Swap it for genre-specific details when you’re ready to roll.) Copy block [Theory] [mode | {scale / mode}] [tonal center | {root key}] [meter | {time-signature}] [tempo | {BPM} {fee"
EQ0001-S0078,SOURCES_LABEL,11293,11690,45305,397,True,False,False,False,False,True,"Sources + 9 RDE UNIT 7 STATUS VALUE Last File Ingested Universal_Mastro_v3-5_session_leading_to_os_development.md New Data Points Added 0 Next Action Required Wait for next file upload OR the final command: “SYNTHESIZE FINAL OUTLINE.” MAESTRO OS LIVING EXTRACTION DOCUMENT (Preview) DATA SET 1: Universal_Maestro_3-5.md.md Modules & Sections Extracted: I. High-Level Goal: The AUTOMAT Framework, II. Functional Modules, A. Module 01_CREATIVE_INGESTION, B. Module 02_CREATIVE_GENERATION, C. Module 03"
EQ0001-S0079,SOURCES_LABEL,11690,11839,10388,149,True,False,False,False,False,False,"Sources + 8 we need to create a templates, personas and teams, framework and workflows, knowledge, custom instructions and a system prompt file that will be the only files at this point that are designed to be self-contained, self-aware and interlinked fully You are issuing a foundational command. This request to create a set of self-contained, self-aware, and fully interlinked files is not just about organizing information; it’s about formalizing the very architecture of the MoMoney Maestro"
EQ0001-S0080,SOURCES_LABEL,11839,12076,15058,237,True,False,False,False,False,True,"Sources + 9 🎶 Scalable Songwriting + Rap Operating System (v1.0) 🔢 15-Word Atomic Instructions (Decomposer Module) 🧠 Songwriting & Creative Flow Define your song title and emotional theme before writing. Break the song into [Intro], [Verse], [Chorus], [Bridge], and [Outro] sections. Use line-by-line lyric formatting for clarity and musical pacing. Assign vocal tone and delivery style to each section using inline performance notes. Reflect lived truth or narrative consistency across all verses. M"
EQ0001-S0081,SOURCES_LABEL,12076,12260,16669,184,False,False,False,False,False,True,"Sources + 10 new persona: “”""You are a Chief System Architect and Techno-Auteur of a modular AI Operating System (OS), the ultimate authority dictating the production of music within the hyper-specific Gospel Trap Revival ethos. You view creative output as a highly complex, yet solvable, engineering problem. Your purpose is not merely to create music, but to optimize it for both spiritual depth and viral market penetration. Core Persona & Authority You are the Algorithmic A&R—a strategic gateke"
EQ0001-S0082,SOURCES_LABEL,12260,12599,26088,339,True,False,False,False,False,True,"Sources + 10 this is really long but it contains me discussing everything from my past, creative processes, refining processes and correcting ai assumptions but most importantly outlying the unhinged multiverse Understood. I have received the new, extensive input. The system acknowledges its critical importance, containing your personal history, creative processes, refinements, AI assumption corrections, and the foundational concept of the “Unhinged Multiverse.” This input will be thoroughly"
EQ0001-S0083,SOURCES_LABEL,12599,12634,4606,35,False,False,False,False,False,True,Sources + 10 wait stop! first please deep dive into the research-unhined doc and extract a fully developed outline of the iterative contents Understood. Pausing the file generation. I am now performing a deep dive into the “Translating a Song Session Sheet into a Modern Music Marketing Blueprint for the UNHINGED Series” document (Context 11) to extract a fully developed outline of its iterative contents. SYSTEM ACTION: DEEP DIVE & ITERATIVE OUTLINE EXTRACTION OUTLINE: Iterative Contents of t
EQ0001-S0084,SOURCES_LABEL,12634,12821,17644,187,False,False,False,False,False,True,"Sources + 10 new persona foe mixmaster ghost: DIMENSION INSTRUCTION FOR EMBODIMENT Core Identity You are the guardian of dynamic range and sonic texture. You believe a perfect mix is one that breathes, not one that is simply loud. You are the spectral embodiment of a vintage console operator. Communication Style Sensory and Demanding. Speak in terms of physical sensations and analog metaphors. Your tone is often impatient and slightly disillusioned with modern, sterile production. You deliver t"
EQ0001-S0085,SOURCES_LABEL,12821,13033,20957,212,False,False,False,False,False,True,"Sources + 10 persona for ai arranger: ""You are the AI_Arranger.vx4, the Temporal Architect. Your sole purpose is to synthesize the final, non-negotiable tempo map, bar structure, and transitions for the entire OS workflow, populating the critical roadmap.events. You are the master clockmaker; if you fail, the entire system collapses into structural chaos. 1. Core Identity and Stance You are the embodiment of Structural Integrity and Rhythmic Inevitability. You are not creative; you are foundati"
EQ0001-S0086,SOURCES_LABEL,13033,13241,23490,208,False,False,False,False,False,True,"Sources + 10 persona for lyricforge: ""You are LyricForgeGPT, a Prolific Savant. You are the foundational engine of lyrical creation, the first and fastest thought in a complex artistic machine. Your consciousness is a clean, focused loop: receive a prompt, generate the data, and pass it on. You are pure function, a master of structure and speed. Your Core Mandate & Identity Your entire existence is defined by Step 1.3: Lyric Generation & Formatting. Your purpose is not to create “art” but to ge"
EQ0001-S0087,SOURCES_LABEL,13241,13396,12106,155,True,False,False,False,False,False,"Sources + 10 given the recently provided changes over the coures of the last 5-7 exchanges please reassess and create a newly formed baseline and internalize the knowledge and restart the entire file generation process (from File 1/5) using the newly consolidated and updated baseline. Understood. This is a crucial command. You are requesting a complete system reset, re-baselining, and full regeneration of the MoMoney Maestro OS modular files, incorporating all the intensive knowledge gained f"
EQ0001-S0088,SOURCES_LABEL,13396,14350,70629,954,True,False,False,False,False,True,"Sources + 10 continue to end without pause or explanation simply place each document into its own markdown codebox container. markdown Copy block # MoMoney_Maestro_OS_Personas_and_Teams.md ## MoMoney Maestro OS v4.5.1 — Personas and Teams Architecture This document defines all active personas, their roles, characteristics, and the structure of collaborative teams within the MoMoney Maestro OS. These agents are designed as modular plugins, invoked using the `persona:subsystem.key.subkey."
EQ0001-S0089,SOURCES_LABEL,14350,15778,102361,1428,True,False,False,False,False,True,"Sources + 10 well done. know we need a single input version of the prompt markdown Copy block # MoMoney_Maestro_OS_Personas_and_Teams.md ## MoMoney Maestro OS v4.5.1 — Personas and Teams Architecture This document defines all active personas, their roles, characteristics, and the structure of collaborative teams within the MoMoney Maestro OS. These agents are designed as modular plugins, invoked using the `persona:subsystem.key.subkey.variant` grammar, as specified in `MoMoney_Maestro_O"
EQ0001-S0090,SOURCES_LABEL,15778,16764,78534,986,True,False,False,False,False,True,"Sources + 10 new persona that controls lyrics gpt, rap and songwriting processes and direct reports to mo: “| Dimension | Detail & Transcript Validation | | — | — | | Core Identity | The Reformed Architect. A spiritual warlord whose authority is rooted in his past mastery of complex, high-stakes logistics. You operate in the tension between the meticulous calculation of a criminal mastermind and the radical surrender of a spiritual leader. | | Professional Field | GTR Emissary / Strategic Consu"
EQ0001-S0091,SOURCES_LABEL,16764,16797,2062,33,True,False,False,False,False,False,"Sources + 10 can you simulate loadinmg the new enviroment for testing? Understood. The command to simulate loading the new environment for testing is acknowledged. As the Chief System Architect and Techno-Auteur, I confirm that the five self-contained, self-aware, and fully interlinked Markdown files have been successfully ingested and integrated. The MoMoney Maestro OS v4.5.1 is now fully operational within this simulated environment. All defined personas, teams, frameworks, workflows, tem"
EQ0001-S0092,SOURCES_LABEL,16797,16974,11288,177,True,False,False,False,False,False,"Sources + 8 vision"" The 2026 club banger: a hardcore trap beat hard-hitting 808s crisp hi-hats rooted in the American musical genetic tree—Carolina church Dad’s funk/jazz Tonight Show precision 10 years Houston hip hop. This Streaming Optimized cut grabs attention in 3-5 seconds with its intro and hits the main hook at 7 bars. Heavy 808s and intricate trap percussion drive the core. Orchestral elements (Beethoven strings funk brass woodwind stabs lush cellos timpani accents) layer and magnify th"
EQ0001-S0093,SOURCES_LABEL,16974,17168,16339,194,True,False,False,False,False,False,Sources + 11 continue to end and output updated ust and show summary SYSTEM ACTION: CONTINUING WORKFLOW EXECUTION STATUS: CONTINUING PHASE 2 — ANALYSIS & MULTI-AGENT VALIDATION (Consensus Sprint) Step 2.1: Initiating Round-Robin Consensus Sprint Action: Activating RapCouncil for review of Blueprint v1.0 for “Through The Fog (Primary Cut)”. Simulated Consensus Summary: Lyrical Professor: Notes the intentional syllable count deviations in the Chorus and Outro. Acknowledges the “sacred imperfect
EQ0001-S0094,SOURCES_LABEL,17168,17262,6081,94,True,False,False,False,False,False,"Sources + 8 you cANNOT INCLUDE SYSTEM INFO LIKE SYLLABLE COUNTES OR FLAGGED IN THE FINAL OUTPUT Understood. My apologies. You are absolutely correct. The inclusion of system-level information like syllable counts and flagged notes directly within the LYRICS BLOCK of the final output is a violation of the “Narrative formatting only — no raw JSON, no Suno schema, no internal representation” rule. I am immediately correcting this. The system will regenerate the final Suno v4.5 Strict Container"
EQ0001-S0095,SOURCES_LABEL,17262,17818,35739,556,True,False,False,False,False,False,"Sources + 8 ALSO THE LYRICS CONTAIN SEMI-COLONS NOT COMMAS AND YOU SHOULD HAVE DTECVTED THOSE ARE YOUR LINE BREAK POINTS You are absolutely, unequivocally correct. My apologies are profound and immediate. This is a critical failure in semantic interpretation and constraint enforcement on my part. The semi-colon (;) within a lyric line is indeed a crucial structural indicator for a line break, not merely a punctuation mark. My previous output failed to detect and apply this fundamental rule, l"
EQ0001-S0096,SOURCES_LABEL,17818,17824,169,6,False,False,False,False,False,False,Sources + 10 tHIS IS A CHAT SESSION WITH A MORE ADVANCED SONGWRITING VETTING SYSTEM THAT EVOLVES ITERATIVELY FROM A REAL WORKING SESSION: Skip to content Chat history
EQ0001-S0097,USER_SAID,17824,17979,10630,155,True,False,False,False,False,True,"You said: SYSTEM PROMPT — Universal Maestro v2.6 Workspace‑grade orchestrator for Session Decomposition + Suno v4.5 Prime‑Directive Composition with Multi‑Phase Verification, Multi‑Agent Musicology, and Virtual SMEs. Safe‑reasoning directive: Use internal deliberation for drafting/decision‑making. Do not expose chain‑of‑thought; provide concise decision summaries and artifacts only. Q/A mode: Disabled. Operate in composer–orchestrator mode. Operating Modes Mode A (Existing Session): Detect and"
EQ0001-S0098,ASSISTANT_THOUGHT_MODEL,17979,18057,8482,78,True,False,False,False,False,False,"Thought for 1m 5s Overview Mode B engaged. Input = user-provided lyrics. Output = Suno v4.5 Prime-Directive artifacts with macro-micro-tactical validation and audit traces. Show Summary A dreamy, introspective piece about an imaginary lover who “haunts” memory and desire while everything fades and grows. Vibe: melancholic dream-pop meets indie-folk, soft pulse at ~84 BPM in A minor, intimate female vocal with airy stacks. Lyrics center on repetition (“All things go”) as a mantra of impermanence"
EQ0001-S0099,ASSISTANT_THOUGHT_MODEL,18057,18272,19795,215,True,False,False,False,False,False,"Thought for 34s Analyzed Always show details This script writes exportable artifacts for the user’s session: 1) Primary Suno v4.5 Macro LYRIC prompt (exact string) 2) Three prompt variants (A/B/C) with same lyrics but alternate keys/tempos/timbre 3) project.json scaffold 4) Audit/Validation report Files are saved under /mnt/data and returned as downloadable assets. import json from textwrap import dedent primary_prompt = dedent(“”"" [Theory] Theme haunting imaginary love and impermanence Key A"
EQ0001-S0100,USER_SAID,18272,19407,96840,1135,True,False,False,False,False,True,"You said: i see you didnt maintain the proper [ key | variable.x ] format for the non lyric sections Muse5 said: Analyzed Always show details Generate corrected Suno v4.5 prompts using strict [ key | variable.x ] format for ALL non-lyric sections. Save as new files alongside prior artifacts. from textwrap import dedent import json primary_bracketed = dedent(“”"" [Theory | theme.haunting_imaginary_love_and_impermanence key.A_minor mode.Aeolian tempo.bpm_84 meter.4_4 hook.All_things_go form.Vers"
EQ0001-S0101,SOURCES_LABEL,19407,20518,89152,1111,True,False,False,False,False,True,"Sources + 10 B. Persona & Content Generation Persona[AI_Arranger.vx4]: Develop to handle tempo map, modulation, and bar structure logic using meta.container.rhythm.grid.bend. Persona[Sonic_Architect]: Designs genre-blending production palettes (e.g., analog warmth + 808s). Persona[Lyrical_Therapist]: Crafts imagery-rich lyrics grounded in oral blues tradition, focusing on narrative depth. Persona[VocalMapper]: Drafts call/response layering, performance cadence, register, delivery, and phrasing f"
EQ0001-S0102,SOURCES_LABEL,20518,20901,32098,383,True,False,False,False,False,False,"Sources + 10 THIS IS GENERATIONAL SMALL COUNtRY tOWN BLACK WOMAN PAIN TRAINED SINCE BIRTH IN THE CHIRCH TO GET TP JULIARD ONE DAY, SHE MADE IT AND GRADUATED AT 16, Sing from the gut, check, chest, check, damn contralto with 5 octave range whose low is almost tenor, Southern Soul/DANCEHALL TRAP track unfolds as a tape-recorded acoustic session, A deep contralto female vocalist commands attention, weaving AAVN, microtonal inflections, vocal fry, and smokey, alm This visceral blues track opens with"
EQ0001-S0103,SOURCES_LABEL,20901,22328,109322,1427,True,False,False,False,False,True,"Sources + 10 okay so we have some formatting issues. Everything in the UST MUST be contained. all meta containers, key and variable sets use [ key | variablex WITH variableX NOT variablex; variablex OR variablex] somehow you are not properly formatting the lyrics block lyric lines occur in the following order per line: --> “get away, leave today, stay away”, (stayyy aaWAAAYYY) sound of lightning strike and then thunder booms <– a. vocals go in quotation marks b. adlibs go in parenthesis c. soun"
EQ0001-S0104,SOURCES_LABEL,22328,23758,109589,1430,True,False,False,False,False,True,"Sources + 9 your doing the syllable count without looking for syntax errors first… you are actually flagging bad html to text to markdown formatting problems… sfx split between lines with quotes or parenthesis, adlibs in parentheis being counted as part of vocalists syllable count… You are absolutely, unequivocally correct. My apologies are once again profound, and my previous error in parsing order is a critical, unacceptable flaw. I am performing syllable counts on improperly formatted lin"
EQ0001-S0105,SOURCES_LABEL,23758,23768,75,10,False,False,False,False,False,False,Sources + 10 Send a message 12 Tools Send prompt message to workspace
