"category","target","path","sizeKB","modified"
"content-term","Phantom commitment","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\2f105316-0343-494b-b221-117831308e11\ff0896d5-42dd-41bb-93df-3b545a95ac9b\local_fc16fb1a-0bd3-4946-886f-5a8dd7d1fc70\.claude\projects\C--Users-gamer-AppData-Roaming-Claude-local-agent-mode-sessions-2f105316-0343-494b-b221-117831308e11-ff0896d5-42dd-41bb-93df-3b545a95ac9b-local-fc16fb1a-0bd3-4946-886f-5a8dd7d1fc70-outputs\0ee35f80-23bb-4d22-882f-c0cdd9614807\tool-results\toolu_01N9fb1vxhVhBFJ4tf7XLMhn.json","51.2","2026-07-08 12:25"
"content-term","Phantom commitment","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\2f105316-0343-494b-b221-117831308e11\ff0896d5-42dd-41bb-93df-3b545a95ac9b\local_fc16fb1a-0bd3-4946-886f-5a8dd7d1fc70\outputs\MOM_build_harvest.md","39","2026-07-08 12:38"
"content-term","phantom commitment","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\maestro-forensic-transcript\01_METHODOLOGY.md","5.8","2026-07-21 01:04"
"content-term","Phantom commitment","C:\Users\gamer\Documents\Codex\2026-07-22\maestro-mvp-buildable-substance\outputs\MOM_build_harvest.md","39","2026-07-08 12:38"
"content-term","phantom commitment","C:\Users\gamer\Downloads\clarity architect ii (AKA claire_itty) birth certificate.txt","545.9","2026-05-05 15:42"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\claude sem ust persona maestro patent.txt","324.8","2026-05-05 15:42"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\files\01_BOOT.md","7.8","2026-05-12 23:57"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\files\06_FORBIDDEN_ACTIONS.md","4.6","2026-05-12 23:57"
"content-term","phantom commitment","C:\Users\gamer\Downloads\files\08_DELIVERED_ARTIFACTS_THIS_SESSION.md","7.1","2026-05-12 23:57"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\files6\maestro_v0.md","15","2026-05-19 21:16"
"content-term","phantom commitment","C:\Users\gamer\Downloads\files6\mosaic_engine_v0.1.md","18.5","2026-05-19 21:16"
"content-term","phantom commitment","C:\Users\gamer\Downloads\files6\reasoning_trace_forensic_audit_v0.md","36.3","2026-05-19 21:16"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\claud2.txt","341.6","2026-05-13 00:17"
"content-term","phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\claud3.txt","397.9","2026-05-14 23:33"
"content-term","phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\claud3-window1.txt","397.9","2026-05-14 23:40"
"content-term","phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\claude-session13-window1.txt","397.9","2026-05-14 23:40"
"content-term","phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\claude-session13-window2.txt","905.3","2026-05-14 23:41"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\files\01_BOOT.md","7.8","2026-05-12 23:57"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\files\06_FORBIDDEN_ACTIONS.md","4.6","2026-05-12 23:57"
"content-term","phantom commitment","C:\Users\gamer\Downloads\maestro_v3_documents051226-05142026\files\08_DELIVERED_ARTIFACTS_THIS_SESSION.md","7.1","2026-05-12 23:57"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\causal_chains.json","441.7","2026-06-13 23:06"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\CLAUDE2.events.json","370.7","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\HIDDEN_COSTS_OF_CUSTOM_GPT_USE_BY_UNTR.events.json","63.5","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\HIDDEN_COSTS_OF_CUSTOM_GPT_USE_BY_UNTRAINE.events.json","64.8","2026-06-13 23:06"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\mnt\user-data\outputs\pass1\CLAUDE2.events.json","342.6","2026-06-13 23:06"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\mnt\user-data\outputs\pass1_final\CLAUDE2.events.json","370.1","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\mnt\user-data\outputs\pass1_final\HIDDEN_COSTS_OF_CUSTOM_GPT_USE_BY_UNTR.events.json","63.5","2026-06-13 23:06"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\mnt\user-data\outputs\pass1_v2\CLAUDE2.events.json","370.1","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\mnt\user-data\outputs\pass1_v2\HIDDEN_COSTS_OF_CUSTOM_GPT_USE_BY_UNTR.events.json","63.5","2026-06-13 23:06"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\mutation_log.json","2011","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\pass7_guardrails_v0.1.py","4.7","2026-06-13 23:06"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\substrate_CLAUDE2_TXT.json","343.2","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\substrate_HIDDEN_COSTS_OF_CUSTOM_GPT_USE_BY_UNTRAI.json","26.6","2026-06-13 23:06"
"content-term","Phantom Commitment","C:\Users\gamer\Downloads\New folder\newfiles1\WS_FORENSIC_V5C_CONSOLIDATION_V0_1.events.json","35.9","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\New folder\newfiles1\WS_MAESTRO_MOSAIC_FORENSIC_CLAUDE_V1_0.events.json","46","2026-06-13 23:06"
"content-term","phantom commitment","C:\Users\gamer\Downloads\P1_NARROW_PERSISTENCE_SEARCH.repaired_v2.yaml","5.1","2026-07-19 03:41"
"content-term","phantom commitment","C:\Users\gamer\Downloads\P1_NARROW_PERSISTENCE_SEARCH.yaml","4.9","2026-07-18 22:34"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\P1_NARROW_VALIDATION_REPORT.md","9.5","2026-07-18 22:34"
"content-term","Phantom commitment","C:\Users\gamer\Downloads\PATCH-01_R_LIST_v0_2_FIRM_CANON.md","25.9","2026-07-19 03:40"
"content-term","Phantom Commitment","C:\Users\gamer\Downloads\PATCH-04_runtime_rules_R_RT_QAF_01_PD_01.md","2","2026-07-19 03:40"
"content-term","phantom commitment","C:\Users\gamer\Downloads\WIRING_RECOVERY_V_AND_V_v0.md","27.7","2026-05-05 15:42"
"content-term","phantom commitment","C:\Users\gamer\Downloads\ws_maestro_mosaic_forensic_claude_v1.0.yaml","34.9","2026-05-20 07:37"
"content-term","Phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\01_BOOT.md","7.8","2026-05-12 23:57"
"content-term","Phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\06_FORBIDDEN_ACTIONS.md","4.6","2026-05-12 23:59"
"content-term","phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\08_DELIVERED_ARTIFACTS_THIS_SESSION.md","7.1","2026-05-12 23:59"
"content-term","Phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\claud2.txt","341.6","2026-05-13 00:18"
"content-term","Phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\maestro_on_mosaic_paper_v0.2.md","95.6","2026-06-06 12:16"
"content-term","Phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\maestro_v0.md","15","2026-05-15 21:39"
"content-term","phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\mosaic_engine_v0.1.md","18.5","2026-06-06 09:01"
"content-term","phantom commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\WIRING_RECOVERY_V_AND_V_v0.md","27.7","2026-05-12 22:40"
"content-term","Phantom Commitment","C:\Users\gamer\OneDrive\Microsoft Copilot Chat Files\ws_forensic_v5c_consolidation_v0.1.yaml","27.6","2026-06-10 01:28"
"content-term","phantom commitment","D:\Maestro\_QUARANTINE\claud3-window1.txt","397.9","2026-05-14 23:40"
"content-term","Phantom commitment","D:\Maestro\_QUARANTINE\claude2.txt","341.6","2026-05-20 02:47"
"content-term","phantom commitment","D:\Maestro\_QUARANTINE\claude-session13-window1.txt","397.9","2026-05-14 23:40"
"content-term","phantom commitment","D:\Maestro\_QUARANTINE\mosaic_engine_v0.1 - Copy.md","18.5","2026-05-07 03:31"
"content-term","phantom commitment","D:\Maestro\drafts\hidden costs of custom gpt use by untrained humans.txt","25.3","2026-05-19 21:53"
"content-term","Phantom commitment","D:\Maestro\drafts\maestro_on_mosaic_paper_v0.2.md","95.6","2026-05-24 16:10"
"content-term","phantom commitment","D:\Maestro\drafts\maestro_on_mosaic_substrate_integration_review_brief_v0.3.1.md","116.3","2026-05-25 03:31"
"content-term","Phantom commitment","D:\Maestro\drafts\maestro_v0.md","15","2026-05-07 03:31"
"content-term","phantom commitment","D:\Maestro\drafts\mosaic_engine_v0.1.md","18.5","2026-05-07 03:31"
"content-term","phantom commitment","D:\Maestro\drafts\reasoning_trace_forensic_audit_v0.md","36.3","2026-05-07 03:30"
"content-term","phantom commitment","D:\Maestro\drafts\skills.md","13.6","2026-05-07 03:32"
"content-term","phantom commitment","D:\Maestro\drafts\WIRING_RECOVERY_V_AND_V_v0.md","27.7","2026-05-06 21:12"
"content-term","phantom commitment","D:\Maestro\Maestro\Untitled 5.md","255.4","2026-05-28 14:36"
"content-term","phantom commitment","D:\Maestro\Maestro\who dat.md","294.6","2026-05-28 23:38"
"content-term","Phantom Commitment","D:\Maestro\MAESTRO_ON_MOSAIC_RUNTIME_BOOTSTRAP_v0_1\01_ADMIN_KERNEL_INSTRUCTIONS.md","3.2","2026-05-31 10:12"
"content-term","Phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\C-Downloads\maestro_v3_documents051226-05142026\files\01_BOOT.md","7.8","2026-05-12 23:57"
"content-term","Phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\C-Downloads\maestro_v3_documents051226-05142026\files\06_FORBIDDEN_ACTIONS.md","4.6","2026-05-12 23:57"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\C-Downloads\maestro_v3_documents051226-05142026\files\08_DELIVERED_ARTIFACTS_THIS_SESSION.md","7.1","2026-05-12 23:57"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\hidden costs of custom gpt use by untrained humans.txt","25.3","2026-05-19 21:53"
"content-term","Phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\maestro_on_mosaic_paper_v0.2.md","95.6","2026-05-24 16:10"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\maestro_on_mosaic_substrate_integration_review_brief_v0.3.1.md","116.3","2026-05-25 03:31"
"content-term","Phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\maestro_v0.md","15","2026-05-07 03:31"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\mosaic_engine_v0.1.md","18.5","2026-05-07 03:31"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\reasoning_trace_forensic_audit_v0.md","36.3","2026-05-07 03:30"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\skills.md","13.6","2026-05-07 03:32"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\drafts\WIRING_RECOVERY_V_AND_V_v0.md","27.7","2026-05-06 21:12"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\Maestro\Untitled 5.md","255.4","2026-05-28 14:36"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\Maestro\who dat.md","294.6","2026-05-28 23:38"
"content-term","Phantom Commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\MAESTRO_ON_MOSAIC_RUNTIME_BOOTSTRAP_v0_1\01_ADMIN_KERNEL_INSTRUCTIONS.md","3.2","2026-05-31 10:12"
"content-term","Phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\claud2.txt","341.6","2026-05-13 00:17"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\claud3.txt","397.9","2026-05-14 23:33"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\claude-session051526.md","466.6","2026-06-16 19:39"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\claude-session051526-window1.txt.txt","472.5","2026-05-15 19:23"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\claude-session13-window2.txt","905.3","2026-05-14 23:41"
"content-term","Phantom Commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\ws_forensic_v5c_consolidation_v0.1.yaml","27.6","2026-05-20 08:10"
"content-term","phantom commitment","D:\Maestro\maestro-on-mosaic\artifacts\D-Maestro\sources\ws_maestro_mosaic_forensic_claude_v1.0.yaml","34.9","2026-05-20 07:37"
"content-term","Phantom commitment","D:\Maestro\sources\claud2.txt","341.6","2026-05-13 00:17"
"content-term","phantom commitment","D:\Maestro\sources\claud3.txt","397.9","2026-05-14 23:33"
"content-term","phantom commitment","D:\Maestro\sources\claude-session051526.md","466.6","2026-06-16 19:39"
"content-term","phantom commitment","D:\Maestro\sources\claude-session051526-window1.txt.txt","472.5","2026-05-15 19:23"
"content-term","phantom commitment","D:\Maestro\sources\claude-session13-window2.txt","905.3","2026-05-14 23:41"
"content-term","Phantom Commitment","D:\Maestro\sources\ws_forensic_v5c_consolidation_v0.1.yaml","27.6","2026-05-20 08:10"
"content-term","phantom commitment","D:\Maestro\sources\ws_maestro_mosaic_forensic_claude_v1.0.yaml","34.9","2026-05-20 07:37"
"content-term","phantom commitment","D:\maestro-on-mosaic\.claude\skills\maestro-forensic-transcript\01_METHODOLOGY.md","5.8","2026-07-20 19:02"
"content-term","Phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\P1_narrow\_work\session13_window1_operator_verbatim.md","50.2","2026-07-17 05:18"
"content-term","phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\P1_narrow\_work\session13_window2_operator_verbatim.md","231.9","2026-07-17 05:18"
"content-term","Phantom Commitment","D:\maestro-on-mosaic\_PROVENANCE\P1_narrow\session13_window2_replay.md","44","2026-07-17 05:28"
"content-term","phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\P1N_VALIDATION_2026-07-19\P1_NARROW_PERSISTENCE_SEARCH.yaml","4.9","2026-07-18 21:58"
"content-term","Phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\P1N_VALIDATION_2026-07-19\P1_NARROW_VALIDATION_REPORT.md","9.5","2026-07-18 21:58"
"content-term","phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\S13_BRIDGE\PREFLIGHT\P1_NARROW_PERSISTENCE_SEARCH.repaired_v2.yaml","5.1","2026-07-19 02:37"
"content-term","Phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\S13_BRIDGE\SESSION13_CANDIDATE_PATCHSET\PATCH-01_R_LIST_v0_2_FIRM_CANON.md","25.9","2026-07-19 02:37"
"content-term","Phantom Commitment","D:\maestro-on-mosaic\_PROVENANCE\S13_BRIDGE\SESSION13_CANDIDATE_PATCHSET\PATCH-04_runtime_rules_R_RT_QAF_01_PD_01.md","2","2026-07-19 02:37"
"content-term","phantom commitment","D:\maestro-on-mosaic\_PROVENANCE\skill_v1_1\BOOTSTRAP_INPUT_CHATGPT.md","4.4","2026-07-18 23:06"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\C-Downloads\maestro_v3_documents051226-05142026\files\01_BOOT.md","7.8","2026-06-18 20:09"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\C-Downloads\maestro_v3_documents051226-05142026\files\06_FORBIDDEN_ACTIONS.md","4.6","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\C-Downloads\maestro_v3_documents051226-05142026\files\08_DELIVERED_ARTIFACTS_THIS_SESSION.md","7.1","2026-06-18 20:09"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\claud2.txt","341.6","2026-05-13 00:17"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\claud3.txt","397.9","2026-05-14 23:33"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\claud3-window1.txt","397.9","2026-05-14 23:40"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\claude-session13-window1.txt","397.9","2026-05-14 23:40"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\claude-session13-window2.txt","905.3","2026-05-14 23:41"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\files\01_BOOT.md","7.8","2026-05-12 23:57"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\files\06_FORBIDDEN_ACTIONS.md","4.6","2026-05-12 23:57"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\archive\maestro_v3_documents051226-05142026\files\08_DELIVERED_ARTIFACTS_THIS_SESSION.md","7.1","2026-05-12 23:57"
"content-term","Phantom Commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\canon\session13_runtime_rules.md","1.4","2026-07-19 04:58"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\hidden costs of custom gpt use by untrained humans.txt","25.3","2026-06-18 20:09"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\maestro_on_mosaic_paper_v0.2.md","95.6","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\maestro_on_mosaic_substrate_integration_review_brief_v0.3.1.md","116.3","2026-06-18 20:09"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\maestro_v0.md","15.7","2026-07-19 04:58"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\mosaic_engine_v0.1.md","18.5","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\reasoning_trace_forensic_audit_v0.md","36.3","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\skills.md","13.6","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\drafts\WIRING_RECOVERY_V_AND_V_v0.md","27.7","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\Maestro\Untitled 5.md","255.4","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\Maestro\who dat.md","294.6","2026-06-18 20:09"
"content-term","Phantom Commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\MAESTRO_ON_MOSAIC_RUNTIME_BOOTSTRAP_v0_1\01_ADMIN_KERNEL_INSTRUCTIONS.md","3.2","2026-06-18 20:09"
"content-term","Phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\claud2.txt","341.6","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\claud3.txt","397.9","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\claude-session051526.md","466.6","2026-07-19 13:06"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\claude-session051526-window1.txt.txt","472.5","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\claude-session13-window2.txt","905.3","2026-06-18 20:09"
"content-term","Phantom Commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\ws_forensic_v5c_consolidation_v0.1.yaml","27.6","2026-06-18 20:09"
"content-term","phantom commitment","D:\maestro-on-mosaic\artifacts\D-Maestro\sources\ws_maestro_mosaic_forensic_claude_v1.0.yaml","34.9","2026-06-18 20:09"
"content-term","Phantom commitment","D:\maestro-on-mosaic\reconstruction\replay-backed\session13\R_LIST_v0_2.md","25.3","2026-07-19 04:58"
"content-term","Phantom commitment","D:\maestro-on-mosaic\untracked\Maestro - Fabric - Rebirth.md","127.5","2026-06-23 20:47"
"content-term","Phantom commitment","D:\maestro-on-mosaic\untracked\maestro architecture session.md","327.7","2026-06-24 21:17"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\output\04_prompt_evolution_records.json","4929.3","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\output\09_contradiction_register.json","197.1","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\output\11_automation_opportunity_register.json","1144","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\output\12_contradiction_register.json","197.1","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\output\19_automation_opportunity_register.json","1144","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\output\27_prioritized_automation_roadmap.json","27.6","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\run_full.py","21.9","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\source\direct\local_session_export.txt","29.6","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\source\direct\who_dat_extracted.txt","284.1","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\source\o16e\SESSION_CLOSE_2026-07-20.md","3.7","2026-07-25 23:15"
"content-term","phantom commitment","D:\maestro-on-mosaic\untracked\maestro_prompt_evolution_full_rerun_2026-07-25\source\o16e\thread_distillates\TH-27_051526.md","257.6","2026-07-25 23:15"
"content-term","skeleton file","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\2f105316-0343-494b-b221-117831308e11\ff0896d5-42dd-41bb-93df-3b545a95ac9b\local_1c686f4c-acc4-49f8-82f7-b99c3531e675\.claude\projects\C--Users-gamer-AppData-Roaming-Claude-local-agent-mode-sessions-2f105316-0343-494b-b221-117831308e11-ff0896d5-42dd-41bb-93df-3b545a95ac9b-local-1c686f4c-acc4-49f8-82f7-b99c3531e675-outputs\9eff0e67-8d2a-4247-95fc-dd2c2e8bd318\tool-results\mcp-session_info-read_transcript-1784224622935.txt","86.3","2026-07-16 12:57"
"content-term","skeleton file","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\2f105316-0343-494b-b221-117831308e11\ff0896d5-42dd-41bb-93df-3b545a95ac9b\local_bda23828-1eee-4e80-bb6c-7075d46c9742\uploads\bda23828_build_harvest.md","81.4","2026-07-16 13:05"
"content-term","skeleton file","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\manifest.json","15.7","2026-07-27 14:01"
"content-term","skeleton file","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\maestro-forensic-transcript\SKILL.md","10.8","2026-07-21 01:04"
"content-term","skeleton file","C:\Users\gamer\AppData\Roaming\Claude\local-agent-mode-sessions\skills-plugin\ff0896d5-42dd-41bb-93df-3b545a95ac9b\2f105316-0343-494b-b221-117831308e11\skills\maestro-forensic-transcript\SKILL_v1_ORIGINAL.md","9.3","2026-07-21 01:04"
"content-term","skeleton file","C:\Users\gamer\Downloads\maestro\maestro\conversation_os-dev_2025-09-22-1447.agi.json","1294.6","2026-05-11 21:13"
"content-term","skeleton file","C:\Users\gamer\Downloads\maestro\maestro\conversation_os-dev_2025-09-22-1602.agi.md","1251.6","2026-05-11 21:13"
"content-term","skeleton file","C:\Users\gamer\Downloads\MAESTRO_ON_MOSAIC_WORK_AND_CAPABILITIES_who_dat_followup_v0_1.md","25.2","2026-06-19 11:34"
"content-term","skeleton file","C:\Users\gamer\Downloads\New folder\newfiles1\guardrails_v0.1.json","5.9","2026-06-13 23:06"
"content-term","skeleton file","C:\Users\gamer\Downloads\New folder\newfiles1\runtime_state_v0.1.json","15.5","2026-06-13 23:06"
"content-term","skeleton file","C:\Users\gamer\Downloads\New folder\newfiles1\runtime_state_v0.1.yaml","14.2","2026-06-13 23:06"
"content-term","skeleton file","C:\Users\gamer\Downloads\REPLAY_BACKED_BUILD_HARVEST_DUAL_LENS_4E_2026-07-22.md","92.3","2026-07-22 22:51"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Documents\all_prompt_exchanges.md","283.5","2025-10-25 22:19"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Documents\audio research - Reformatted show template.md","292","2025-10-15 05:09"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Maestro\pws - maestro v5\all_prompt_exchanges.md","283.5","2026-03-28 20:15"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\audio research - Reformatted show template (1).md","292","2025-09-10 07:04"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\audio research - Reformatted show template (2).md","292","2025-09-11 13:36"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\audio research - Reformatted show template (3).md","292","2025-09-13 12:21"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\audio research - Reformatted show template (4).md","292","2025-09-13 12:34"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\audio research - Reformatted show template (5).md","292","2025-10-09 00:23"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\audio research - Reformatted show template.md","292","2025-09-09 20:19"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\conversation_os-dev_2025-09-22-1602.agi.md","1251.6","2025-11-22 17:34"
"content-term","skeleton file","C:\Users\gamer\OneDrive\Music\Suno\v4.5+\conversation_untitled_2025-09-22-1358.agi.json","1054.7","2025-09-22 14:35"
